LaptopID,Company,Product,TypeName,Inches,ScreenResolution,CPU,RAM,Memory,GPU,OS,Weight,Price in Rs
823,dell,vostro 3568,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,amd radeon r5 m420,windows,2.18kg,85299.48
824,lenovo,thinkpad t470s,ultrabook,14.0,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.32kg,200772.0
825,razer,blade stealth,ultrabook,12.5,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 7500u 2.5ghz,16,512gb ssd,intel hd graphics 620,windows,1.29kg,194292.0
826,hp,chromebook 11,netbook,11.6,1366x768,intel celeron dual core n3060 1.6ghz,4,16gb flash storage,intel hd graphics 400,chrome os,1.23kg,41580.0
827,dell,alienware 17,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,4.36kg,270542.16
828,dell,latitude 3480,notebook,14.0,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,1.76kg,81540.0
829,lenovo,v110-15isk (i3-6006u/4gb/500gb/w10),notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,500gb hdd,intel hd graphics 520,windows,2.1kg,52909.2
830,toshiba,tecra x40-d-10z,ultrabook,14.0,1366x768,intel core i5 7200u 2.5ghz,4,128gb ssd,intel hd graphics 620,windows,1.25kg,117720.0
831,lenovo,thinkpad x1,ultrabook,14.0,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8,512gb ssd,intel hd graphics 620,windows,1.13kg,269892.0
832,msi,gl62m 7rd,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,256gb ssd,nvidia geforce gtx 1050,windows,2.4kg,129492.0
833,lenovo,thinkpad x1,ultrabook,14.0,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb flash storage,intel hd graphics 620,windows,1.13kg,202500.0
834,toshiba,satellite pro,notebook,14.0,1366x768,intel pentium dual core 4405u 2.1ghz,4,128gb ssd,intel hd graphics 510,windows,1.75kg,53892.0
835,asus,zenbook flip,2 in 1 convertible,13.3,touchscreen / full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.1kg,146664.0
836,dell,latitude 3480,notebook,14.0,1366x768,intel core i3 6006u 2ghz,4,500gb hdd,intel hd graphics 520,windows,1.76kg,63180.0
837,acer,chromebook 11,netbook,11.6,ips panel 1366x768,intel celeron dual core n3060 1.6ghz,4,32gb flash storage,intel hd graphics 400,chrome os,1.35kg,38340.0
838,acer,swift 3,notebook,14.0,ips panel full hd 1920x1080,intel core i3 7100u 2.4ghz,8,128gb ssd,intel hd graphics 620,windows,1.5kg,66852.0
839,razer,blade pro,gaming,17.3,4k ultra hd / touchscreen 3840x2160,intel core i7 7820hk 2.9ghz,32,512gb ssd,nvidia geforce gtx 1080,windows,3.49kg,593892.0
840,lenovo,thinkpad x1,ultrabook,14.0,ips panel quad hd+ 2560x1440,intel core i7 6600u 2.6ghz,16,512gb ssd,intel hd graphics 520,windows,1.1kg,226692.0
841,asus,vivobook max,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,1tb hdd,nvidia geforce 920,linux,2.1kg,56052.0
842,lenovo,thinkpad t460,notebook,14.0,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,1.7kg,128088.0
843,lenovo,thinkpad t470s,notebook,14.0,ips panel full hd 1920x1080,intel core i5 7300u 2.6ghz,8,256gb ssd,intel hd graphics 620,windows,1.32kg,178200.0
844,dell,alienware 15,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,3.21kg,299660.04000000004
845,asus,rog gl702vs-ba023t,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,2.9kg,261252.0
846,toshiba,satellite pro,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4,500gb hdd,intel hd graphics 620,windows,2.0kg,72252.0
847,lenovo,n42-20 chromebook,notebook,14.0,1366x768,intel celeron quad core n3160 1.6ghz,4,16gb flash storage,intel hd graphics 400,chrome os,1.5kg,35100.0
848,asus,r558ua-dm966t (i5-7200u/8gb/128gb/fhd/w10),notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,128gb hdd,intel hd graphics 620,windows,2.3kg,63720.0
849,asus,rog gl702vm-gc017t,gaming,17.3,full hd 1920x1080,intel core i7 6700hq 2.6ghz,16,512gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.73kg,194292.0
851,dell,alienware 17,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,32,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,4.42kg,331872.12
852,hp,probook 470,notebook,17.3,1600x900,intel core i5 7200u 2.5ghz,8,1tb hdd,nvidia geforce 930mx,windows,2.63kg,98280.0
853,dell,vostro 3568,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8,128gb ssd,intel hd graphics 620,windows,2.18kg,77110.92
854,hp,elitebook 840,ultrabook,14.0,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,512gb ssd,intel hd graphics 520,windows 7,1.54kg,201960.0
855,dell,vostro 3568,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,4,256gb ssd,amd radeon r5 m420,windows,2.18kg,79812.0
856,hp,chromebook x360,2 in 1 convertible,11.6,touchscreen 1366x768,intel celeron dual core n3350 1.1ghz,4,32gb flash storage,intel hd graphics 500,chrome os,1.4kg,66420.0
857,asus,zenbook ux310uq-gl026t,ultrabook,13.3,ips panel full hd 1920x1080,intel core i5 6200u 2.3ghz,8,512gb ssd,nvidia geforce 940m,windows,1.45kg,110808.0
858,hp,elitebook x360,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.28kg,245916.0
859,hp,elitebook 840,ultrabook,14.0,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,512gb ssd,intel hd graphics 520,windows,1.54kg,158544.0
860,hp,250 g6,notebook,15.6,1366x768,intel celeron dual core n3060 1.6ghz,4,128gb ssd,intel hd graphics 400,no os,1.86kg,32292.0
862,asus,rog gl502vm-ds74,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.1kg,205092.0
863,dell,inspiron 5767,notebook,17.3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,amd radeon r7 m445,linux,2.83kg,93420.0
864,lenovo,thinkpad t470p,ultrabook,14.0,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,256gb ssd,nvidia geforce gt 940mx,windows,1.96kg,205524.0
865,asus,k556ur-dm621t (i7-7500u/8gb/256gb/geforce,notebook,15.6,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,nvidia geforce gtx 930mx,windows,2.3kg,84996.0
866,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,128gb ssd,intel hd graphics 620,windows,1.9kg,102060.0
867,asus,x541na (n4200/4gb/1tb/w10),notebook,15.6,1366x768,intel pentium quad core n4200 1.1ghz,4,1tb hdd,intel hd graphics 505,windows,2kg,48492.0
868,hp,elitebook x360,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i7 7600u 2.8ghz,8,256gb ssd,intel hd graphics 620,windows,1.28kg,276372.0
869,dell,inspiron 5368,notebook,13.3,full hd / touchscreen 1920x1080,intel core i5 6200u 2.3ghz,8,1tb hdd,intel hd graphics 520,windows,1.62kg,70092.0
870,lenovo,ideapad 110-15isk,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2.0ghz,4,1tb hdd,intel hd graphics 520,no os,2.2kg,50652.0
871,lenovo,thinkpad e570,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,1tb hdd,intel hd graphics 620,windows,2.3kg,91871.28
872,hp,elitebook 850,notebook,15.6,full hd 1920x1080,intel core i5 7300u 2.6ghz,8,256gb ssd,amd radeon r7 m465,windows,1.84kg,145692.0
873,toshiba,portege x30-d-10x,notebook,13.3,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,128gb ssd,intel hd graphics 620,windows,1.05kg,138780.0
874,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,1tb hdd,nvidia geforce gtx 1050,no os,2.5kg,109836.0
875,dell,xps 13,ultrabook,13.3,quad hd+ / touchscreen 3200x1800,intel core i7 7660u 2.5ghz,16,512gb ssd,intel iris plus graphics 640,windows,1.29kg,241920.0
876,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,2.07kg,98280.0
877,toshiba,portégé z30-c-188,ultrabook,13.3,1366x768,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,1.2kg,118260.0
878,lenovo,thinkpad yoga,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.37kg,210600.0
879,acer,tmx349-g2-m-50fs (i5-7200u/8gb/256gb/fhd/w10),notebook,14.0,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.56kg,97416.0
880,dell,precision 3520,workstation,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,1tb hdd,nvidia quadro m620,windows,2.23kg,192024.0
881,lenovo,thinkpad l570,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,2.38kg,113940.0
882,lenovo,ideapad 110-15isk,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2ghz,4,1tb hdd,amd radeon r5 m430,no os,2.2kg,51732.0
883,toshiba,tecra a50-d-11d,notebook,15.6,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,2.0kg,149904.0
884,lenovo,thinkpad 13,notebook,13.3,ips panel full hd 1920x1080,intel core i3 7100u 2.4ghz,4,180gb ssd,intel hd graphics 620,windows,1.44kg,79380.0
885,samsung,notebook 9,ultrabook,15.0,full hd 1920x1080,intel core i7 7500u 2.7ghz,16,256gb ssd,nvidia geforce 940mx,windows,1.23kg,199692.0
886,dell,latitude 7280,ultrabook,12.5,full hd 1920x1080,intel core i7 7600u 2.8ghz,8,256gb ssd,intel hd graphics 620,windows,1.6kg,182520.0
887,asus,x541na-go121 (n4200/4gb/1tb/linux),notebook,15.6,1366x768,intel pentium quad core n4200 1.1ghz,4,1tb hdd,intel hd graphics 505,linux,2kg,43090.92
888,xiaomi,mi notebook,ultrabook,13.3,ips panel full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,nvidia geforce 940mx,windows,1.28kg,100980.0
889,dell,vostro 5568,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,128gb ssd +  1tb hdd,nvidia geforce 940mx,windows,2.18kg,98550.0
890,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,256gb ssd,intel hd graphics 620,windows,2.04kg,90612.0
891,hp,elitebook x360,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,4,256gb ssd,intel hd graphics 620,windows,1.28kg,183600.0
892,hp,pavilion x360,2 in 1 convertible,15.6,touchscreen 1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,2.3kg,73958.4
893,asus,vivobook l402na,notebook,14.1,1366x768,intel celeron dual core n3350 1.1ghz,4,32gb flash storage,intel hd graphics 500,windows,1.65kg,37584.0
894,lenovo,ideapad 510-15isk,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6500u 2.5ghz,8,1tb hdd,nvidia geforce 940mx,windows,2.2kg,72252.0
895,dell,inspiron 3552,notebook,15.6,1366x768,intel pentium quad core n3710 1.6ghz,4,500gb hdd,intel hd graphics,windows,2.2kg,39852.0
896,hp,elitebook x360,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,4,256gb ssd,intel hd graphics 620,windows,1.28kg,194292.0
897,dell,vostro 3568,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4,1tb hdd,amd radeon r5 m420x,linux,2.18kg,49215.6
898,asus,rog gl753vd-gc082t,gaming,17.3,full hd 1920x1080,intel core i5 7300hq 2.5ghz,12,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.2kg,147949.2
899,acer,chromebook c731-c78g,netbook,11.6,ips panel 1366x768,intel celeron dual core n3060 1.6ghz,4,32gb flash storage,intel hd graphics 400,chrome os,1.25kg,32076.0
900,lenovo,ideapad 110-17acl,notebook,17.3,1600x900,amd a4-series 7210 2.2ghz,4,500gb hdd,amd radeon r3,windows,2.8kg,40932.0
901,hp,probook 640,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,128gb ssd,intel hd graphics 620,windows,1.95kg,136620.0
902,hp,envy x360,2 in 1 convertible,13.3,quad hd+ / touchscreen 3200x1800,intel core i7 7500u 2.7ghz,16,256gb ssd,intel hd graphics 620,windows,1.42kg,151092.0
903,samsung,notebook 9,ultrabook,15.0,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.17kg,183492.0
904,lenovo,thinkpad t470s,ultrabook,14.0,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.32kg,194292.0
905,msi,gs73vr stealth,gaming,17.3,ips panel 4k ultra hd 3840x2160,intel core i7 6700hq 2.6ghz,16,512gb ssd +  2tb hdd,nvidia geforce gtx 1060,windows,2.43kg,286092.0
906,toshiba,portege x30-d-10v,notebook,13.3,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.05kg,159300.0
908,dell,inspiron 7567,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,1tb hdd,nvidia geforce gtx 1050ti,linux,2.62kg,100332.0
909,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,nvidia geforce 930mx,windows,2.04kg,97200.0
910,dell,vostro 3568,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4,1tb hdd,amd radeon r5 m420x,windows,2.18kg,66312.0
911,dell,latitude 5580,notebook,15.6,full hd 1920x1080,intel core i5 7300u 2.6ghz,8,500gb hdd,intel hd graphics 620,windows,1.9kg,100980.0
912,dell,xps 13,2 in 1 convertible,13.3,quad hd+ / touchscreen 3200x1800,intel core i7 7y75 1.3ghz,8,512gb ssd,intel hd graphics 615,windows,1.24kg,217414.8
913,asus,g701vo-ih74k (i7-6820hk/32gb/2x,gaming,17.3,ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,32,256gb ssd +  256gb ssd,nvidia geforce gtx 980m,windows,3.58kg,138132.0
914,dell,xps 13,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i7 7y75 1.3ghz,16,256gb ssd,intel hd graphics 615,windows,1.22kg,178092.0
915,lenovo,thinkpad x1,ultrabook,14.0,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb flash storage,intel hd graphics 620,windows,1.13kg,221292.0
916,lenovo,thinkpad t570,notebook,15.6,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,512gb ssd,intel hd graphics 620,windows,1.95kg,212002.92
917,lg,gram 15z970,ultrabook,15.6,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16,512gb ssd,intel hd graphics 620,windows,1.08kg,226692.0
918,hp,elitebook 820,netbook,12.5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,512gb ssd,intel hd graphics 620,windows,1.26kg,160164.0
919,acer,chromebook cb5-571-c1dz,notebook,15.6,ips panel full hd 1920x1080,intel celeron dual core 3205u 1.5ghz,4,16gb flash storage,intel hd graphics,chrome os,2.20kg,38772.0
920,lenovo,ideapad y700-15isk,notebook,15.6,ips panel full hd 1920x1080,intel core i5 6300hq 2.3ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,2.6kg,85212.0
922,lg,gram 14z970,ultrabook,14.0,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8,512gb ssd,intel hd graphics 620,windows,0.98kg,205092.0
923,dell,latitude 5480,notebook,14.0,full hd 1920x1080,intel core i5 7440hq 2.8ghz,8,256gb ssd,intel hd graphics 620,windows,1.6kg,130140.0
924,hp,elitebook folio,ultrabook,12.5,4k ultra hd / touchscreen 3840x2160,intel core m 6y75 1.2ghz,8,240gb ssd,intel hd graphics 515,windows,1.09kg,334800.0
925,lenovo,ideapad 510-15ikb,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,6,256gb ssd,nvidia geforce 940mx,windows,2.2kg,85212.0
926,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,nvidia geforce 930mx,windows,2.04kg,110050.92
927,acer,aspire e5-575,notebook,15.6,full hd 1920x1080,intel core i3 7100u 2.4ghz,4,1tb hdd,intel hd graphics 620,windows,2.4kg,53892.0
928,lenovo,thinkpad 13,notebook,13.3,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,128gb ssd,intel hd graphics 620,windows,1.44kg,95148.0
930,hp,probook 430,notebook,13.3,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.49kg,103680.0
931,msi,ge72vr 6rf,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,2.7kg,172692.0
932,dell,inspiron 7567,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,128gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,2.6kg,145692.0
933,msi,gl62m 7rd,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.2kg,120950.28
934,dell,vostro 3568,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,1tb hdd,amd radeon r5 m420,windows,2.18kg,73978.92
935,hp,elitebook 850,ultrabook,15.6,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,amd radeon r7 m365x,windows,1.84kg,140074.92
936,hp,envy 13-ab077cl,ultrabook,13.3,quad hd+ / touchscreen 3200x1800,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.39kg,124092.0
937,toshiba,tecra z50-c-140,notebook,15.6,ips panel full hd 1920x1080,intel core i7 6600u 2.6ghz,16,256gb ssd,nvidia geforce 930m,windows,2.4kg,213300.0
938,lenovo,thinkpad yoga,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8,512gb ssd,intel hd graphics 620,windows,1.37kg,197100.0
939,dell,latitude 3580,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,1.95kg,78829.2
940,lenovo,thinkpad x270,ultrabook,12.5,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.36kg,178200.0
941,hp,probook 650,notebook,15.6,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,2.31kg,125820.0
942,dell,vostro 3568,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,1tb hdd,intel hd graphics 620,windows,2.18kg,76470.48
943,hp,probook 640,notebook,14.0,1366x768,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,1.95kg,124092.0
944,lenovo,ideapad 320-15iap,notebook,15.6,1366x768,intel pentium quad core n4200 1.1ghz,4,1tb hdd,intel hd graphics 505,windows,2.2kg,33372.0
945,hp,elitebook 820,ultrabook,12.5,full hd 1920x1080,intel core i5 6200u 2.3ghz,4,500gb hdd,intel hd graphics 520,windows,1.26kg,170532.0
946,hp,250 g6,notebook,15.6,1366x768,intel celeron dual core n3060 1.6ghz,4,1tb hdd,intel hd graphics 400,no os,1.86kg,31201.2
947,lenovo,yoga 900-13isk,2 in 1 convertible,13.3,ips panel quad hd+ / touchscreen 3200x1800,intel core i7 6560u 2.2ghz,16,1tb ssd,intel iris graphics 540,windows,1.3kg,194292.0
948,toshiba,tecra z40-c-12x,notebook,14.0,ips panel full hd 1920x1080,intel core i5 6200u 2.3ghz,4,128gb ssd,intel hd graphics 520,windows,1.47kg,119340.0
949,hp,elitebook 820,netbook,12.5,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,1.26kg,180252.0
950,dell,vostro 3568,notebook,15.6,1366x768,intel core i3 6006u 2.0ghz,4,1tb hdd,intel hd graphics 520,windows,2.18kg,60328.8
951,msi,gp62m leopard,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.2kg,129492.0
952,dell,latitude 7480,ultrabook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.36kg,177012.0
953,dell,alienware 17,gaming,17.3,2560x1440,intel core i7 6820hk 2.7ghz,16,512gb ssd +  1tb hdd,nvidia geforce gtx 1080,windows,4.36kg,297864.0
954,hp,omen 17-w006na,gaming,17.3,ips panel full hd 1920x1080,intel core i5 6300hq 2.3ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 965m,windows,2.75kg,151092.0
955,asus,x751sv-ty001t (n3710/4gb/1tb/geforce,notebook,17.3,1600x900,intel pentium quad core n3710 1.6ghz,4,1tb hdd,nvidia geforce 920mx,windows,2.8kg,57240.0
956,acer,travelmate p259-g2,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,4,500gb hdd,intel hd graphics 620,windows,2.23kg,66852.0
957,toshiba,tecra a50-c-1zv,notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,2.2kg,120852.0
958,lenovo,yoga 700-11isk,2 in 1 convertible,11.3,ips panel full hd / touchscreen 1920x1080,intel core m m7-6y75 1.2ghz,8,256gb ssd,intel hd graphics 515,windows,1.1kg,140292.0
959,lenovo,ideapad y700-15acz,gaming,15.6,ips panel full hd 1920x1080,amd fx 8800p 2.1ghz,16,512gb ssd +  1tb hdd,amd radeon r9 m385,windows,2.5kg,107892.0
960,dell,latitude 7280,ultrabook,12.5,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics,windows,1.36kg,158997.6
961,lenovo,ideapad 310-15ikb,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,nvidia geforce 920mx,no os,2.2kg,73980.0
962,dell,insprion 5767,notebook,17.3,1600x900,intel core i3 6006u 2.0ghz,4,1tb hdd,amd radeon r7 m445,windows,2.36kg,71172.0
963,acer,chromebook 14,notebook,14.0,1366x768,intel celeron dual core n3060 1.6ghz,4,32gb flash storage,intel hd graphics 400,chrome os,1.68kg,37692.0
964,hp,zbook studio,workstation,15.6,ips panel full hd 1920x1080,intel core i7 6820hq 2.7ghz,8,8gb ssd,nvidia quadro m1000m,windows,2.0kg,242892.0
965,dell,latitude 7480,ultrabook,14.0,full hd 1920x1080,intel core i7 7600u 2.8ghz,8,256gb ssd,intel hd graphics 620,windows,1.36kg,191700.0
966,toshiba,portege z30-c-1cw,notebook,13.3,full hd 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows 7,1.2kg,157680.0
967,asus,chromebook flip,2 in 1 convertible,12.5,full hd 1920x1080,intel core m m7-6y75 1.2ghz,8,64gb flash storage,intel hd graphics 515,chrome os,1.2kg,125172.0
968,lenovo,thinkpad t460,ultrabook,14.0,ips panel full hd 1920x1080,intel core i7 6600u 2.6ghz,8,256gb ssd,intel hd graphics 520,windows,1.7kg,160810.92
969,dell,alienware 17,gaming,17.3,ips panel 4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,16,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,4.36kg,340632.0
970,dell,xps 13,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i5 7y54 1.2ghz,8,256gb ssd,intel hd graphics 615,windows,1.24kg,205092.0
971,hp,probook x360,2 in 1 convertible,11.6,touchscreen 1366x768,intel pentium quad core n4200 1.1ghz,4,256gb ssd,intel hd graphics 505,windows,1.45kg,83700.0
972,dell,xps 13,ultrabook,13.3,quad hd+ 3200x1800,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.3kg,136944.0
973,acer,chromebook c738t-c2ej,2 in 1 convertible,11.6,ips panel touchscreen 1366x768,intel celeron dual core n3060 1.6ghz,4,32gb flash storage,intel hd graphics 400,chrome os,1.25kg,42012.0
974,toshiba,portege z30-c-16z,notebook,13.3,full hd 1920x1080,intel core i5 6300u 2.4ghz,8,256gb ssd,intel hd graphics 520,windows,1.2kg,165780.0
